mepan_mepid,Groep,Parameter,Eenheid,Hoedanigheid,Berekening,Norm,Year,KRW_Value,mepan,mepid,X,Y
oOOSTPL005 (140404),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.086,oOOSTPL005,140404,151806,411209
oOPLOMB700 (140415),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oOPLOMB700,140415,190545,405643
oOUDEAA460 (900046),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oOUDEAA460,900046,182047,383443
oOUDEAA800 (140241),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oOUDEAA800,140241,179182.014,386789.616
oPEELKA100 (341414),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,0.11,oPEELKA100,341414,186301.4,397592
oPEELKA450 (341421),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,0.081,oPEELKA450,341421,181375.117,402713.363
oPEELKA650 (341422),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,0.087,oPEELKA650,341422,179346,408144
oPEELKA800 (900048),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELKA800,900048,181917,411328
oPEELKA890 (341428),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELKA890,341428,181074.852,414014.994
oPEELLO300 (900049),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELLO300,900049,183787,394917
oPEELLO400 (900189),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELLO400,900189,182493,396190
oPEELLO450 (149768),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELLO450,149768,182291,396648
oPEELLO790 (900050),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oPEELLO790,900050,175865,398086
oPEELLO890 (140255),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.09,oPEELLO890,140255,173895,398339
oRADIOP003 (345578),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oRADIOP003,345578,192064,402564
oRAUWVE000 (145814),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oRAUWVE000,145814,171850,399477
oROEIVI000 (349826),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oROEIVI000,349826,139086,409163
oROODWE800 (340454),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,,oROODWE800,340454,153398.369,418169.635
oROOYPL001 (145600),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.01,oROOYPL001,145600,178142,398528
oSAMBUI860 (340410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,0.046,oSAMBUI860,340410,195644.686,405805.552
oSCHAVE000 (345565),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSCHAVE000,345565,195692.286,398564.504
oSCHYLO820 (143281),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,0.22,oSCHYLO820,143281,156172.263,407627.611
oSLASTE002 (900272),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE002,900272,184265,376236
oSLASTE003 (900273),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE003,900273,183925,376405
oSLASTE006 (900280),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE006,900280,184038,376308
oSLASTE007 (900279),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE007,900279,184002,376240
oSLASTE008 (900277),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE008,900277,184004,376241
oSLASTE009 (900278),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE009,900278,184004,376241
oSLASTE010 (900281),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE010,900281,184227,376105
oSLASTE011 (900282),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLASTE011,900282,184099,376320
oSLHAM_001 (340521),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.12,oSLHAM_001,340521,144428,410658
oSLHOND001 (340522),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.083,oSLHOND001,340522,147103,410331
oSLLIES001 (149746),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLLIES001,149746,169961,392493
oSLLITH001 (900319),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.059,oSLLITH001,900319,158250,422454
oSLOSS_001 (900188),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,,oSLOSS_001,900188,160292,421295
oSLVLVE000 (343506),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.11,oSLVLVE000,343506,141963,410690
oSLVLVE010 (343556),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLVLVE010,343556,141422,410605
oSLVLVE011 (343557),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSLVLVE011,343557,142369,410434
oSNELLO160 (142252),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oSNELLO160,142252,186069.3,392481.7
oSNELLO200 (140828),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oSNELLO200,140828,183791,391364
oSNELLO300 (900181),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oSNELLO300,900181,182646,391773
oSNELLO700 (900182),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oSNELLO700,900182,177773,393055
oSNELLO810 (140254),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.099,oSNELLO810,140254,173889.196,396072.903
oSOELO_820 (140232),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,,oSOELO_820,140232,186328.954,379370.813
oSTDENB003 (900061),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.077,oSTDENB003,900061,149720,415941
oSTDENB012 (343539),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB012,343539,148971.562,414215.683
oSTDENB038 (990115),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB038,990115,151150,416575
oSTDENB050 (990131),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB050,990131,151702,411982
oSTDENB051 (990132),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB051,990132,150228,411765
oSTDENB067 (990152),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB067,990152,151707,413228
oSTDENB076 (990161),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB076,990161,153817,415033
oSTDENB110 (990764),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB110,990764,154306,416224
oSTDENB116 (990803),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB116,990803,154154,416348
oSTDENB118 (185088),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.039,oSTDENB118,185088,151118,414546
oSTDENB125 (900249),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB125,900249,154047,416112
oSTDENB128 (149744),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB128,149744,152300,414542
oSTDENB129 (149745),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB129,149745,152854,415036
oSTDENB131 (140205),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB131,140205,150285,413299
oSTDENB132 (140206),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB132,140206,149652,413490
oSTDENB133 (140325),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB133,140325,152648,415148
oSTDENB138 (185132),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDENB138,185132,148205,412110
oSTDEUR003 (900096),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTDEUR003,900096,182562.9,384370.9
oSTDEUR005 (999971),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.12,oSTDEUR005,999971,184209,386759
oSTEELO200 (900807),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTEELO200,900807,158829,404472
oSTEELO300 (900808),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTEELO300,900808,159039,404607
oSTEELO440 (900067),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTEELO440,900067,159334,404416
oSTGEFF000 (185073),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,1,oSTGEFF000,185073,159962,416710
oSTGEME002 (185063),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTGEME002,185063,176055,395664
oSTGRAV000 (349760),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.17,oSTGRAV000,349760,179055,418906
oSTHEES002 (149438),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.26,oSTHEES002,149438,165310,415504
oSTHELM000 (143006),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.12,oSTHELM000,143006,175189,387991
oSTHELM028 (140397),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTHELM028,140397,175142,387898
oSTRAVE000 (343532),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.085,oSTRAVE000,343532,173035.992,423326.369
oSTRAVE001 (343533),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTRAVE001,343533,173632.663,422987.718
oSTRAVE002 (343554),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTRAVE002,343554,173443,423023
oSTRAVE005 (343555),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTRAVE005,343555,172994,423207
oSTRAVE006 (185003),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTRAVE006,185003,173040,423214
oSTRIJP100 (341415),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.091,oSTRIJP100,341415,187446,399015
oSTROSM001 (900122),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTROSM001,900122,153350,414825
oSTSOME000 (149298),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTSOME000,149298,177236,376956
oSTSOME003 (185028),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.26,oSTSOME003,185028,177478,377699
oSTUDEN008 (185046),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTUDEN008,185046,170792,406880
oSTVEGH000 (149275),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTVEGH000,149275,166242.137,403947.899
oSTVLIJ000 (185034),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTVLIJ000,185034,142572,412743
oSTVLIJ001 (340466),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.13,oSTVLIJ001,340466,141786,412178
oSTVLIJ002 (340467),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTVLIJ002,340467,143465,412525
oSTVLIJ003 (340468),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.13,oSTVLIJ003,340468,142330,412628
oSTVLIJ005 (990601),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.2,oSTVLIJ005,990601,142002,412332
oSTVLIJ010 (343527),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oSTVLIJ010,343527,142787,412777
oTEEFWE100 (340455),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.063,oTEEFWE100,340455,161940.481,423597.23
oTEEFWE900 (340452),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,0.41,oTEEFWE900,340452,163650.561,423170.357
oTOCHSL800 (340422),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.026,oTOCHSL800,340422,182547,417290
oTOVEBE790 (900068),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.099,oTOVEBE790,900068,188490,406560
oTRAVER100 (999934),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,,oTRAVER100,999934,173393,387500
oTRAVER830 (900077),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,0.077,oTRAVER830,900077,173307,391527
oVIMOBE800 (349408),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVIMOBE800,349408,198386,400481
oVINKNL170 (341417),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVINKNL170,341417,187454,398994
oVIRDGR800 (343504),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVIRDGR800,343504,191578,414171
oVLIER_490 (900069),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVLIER_490,900069,184686,386799
oVLIER_850 (140242),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.15,oVLIER_850,140242,179615.774,387947.634
oVLIET_210 (340445),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2018,,oVLIET_210,340445,151369,415346
oVLIET_900 (343440),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVLIET_900,343440,152819,418325
oVLVELO530 (990605),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,0.033,oVLVELO530,990605,141754,410432
oVOBRLO650 (140250),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,,oVOBRLO650,140250,184098,377509
oVOBRLO820 (140222),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,0.29,oVOBRLO820,140222,180701.4,378133.4
oVOBRLO880 (140301),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2018,0.52,oVOBRLO880,140301,179843.02,378101.3
oVVDEUR004 (900123),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.24,oVVDEUR004,900123,182738,384458
oVVRADI001 (900248),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,,oVVRADI001,900248,191660,401986
oWAMBBE750 (140291),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.52,oWAMBBE750,140291,153882.815,411797.334
oWAMBBE830 (140295),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2018,0.19,oWAMBBE830,140295,153321.661,411979.655
oWILHKA100 (900071),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.17,oWILHKA100,900071,167074,391412
oZANDPL000 (345615),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.01,oZANDPL000,345615,136129.962,410103.164
oZANHLO800 (140270),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2018,0.026,oZANHLO800,140270,173448.845,400519.49
oZUIDWV780 (144303),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2018,0.1,oZUIDWV780,144303,153673.053,410229.513
oZUIDWV850 (149735),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2018,,oZUIDWV850,149735,149579,411412
oZUIDWV900 (149733),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.25,2018,,oZUIDWV900,149733,149162,411699
,,,,,,,2018,,,,,
"Applied filters:
Compartiment is AW
Parametergroep is NUTRIENT
naam is fosfor totaal-P (mg/l) (totaal)",,,,,,,2018,,,,,
oAFSLSC500 (340462),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.047,oAFSLSC500,340462,173691.925,419577.858
oANTHLO810 (340409),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.043,oANTHLO810,340409,185401.708,411550.789
oASTEAA330 (140231),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oASTEAA330,140231,187499.162,376411.467
oASTEAA470 (140236),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oASTEAA470,140236,185849.591,379207.263
oASTEAA580 (140238),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oASTEAA580,140238,181975,381248
oASTEAA590 (140813),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oASTEAA590,140813,181160,382250
oASTEAA860 (140233),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.11,oASTEAA860,140233,178016.335,383343.122
oBAKEAA100 (140244),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.064,oBAKEAA100,140244,177630,389080
oBAKEAA400 (900183),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.073,oBAKEAA400,900183,176880,389883
oBAKEPL004 (900167),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oBAKEPL004,900167,182220,392304
oBEEKGR460 (900009),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.19,oBEEKGR460,900009,168354.99,403226.57
oBEEKGR800 (990224),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.16,oBEEKGR800,990224,165130,405190
oBEEKGR880 (140274),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.66,oBEEKGR880,140274,164725,404759
oBEEKLO890 (140223),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.055,oBEEKLO890,140223,177192.928,381477.022
oBERKEN003 (185104),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oBERKEN003,185104,178190,387189
oBERKLO100 (140827),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oBERKLO100,140827,182569,391022
oBIEZLO400 (900079),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.086,oBIEZLO400,900079,165021.65,399092.91
oBIEZLO850 (140289),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.077,oBIEZLO850,140289,161139.881,405128.4
oBOEKVE000 (145550),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oBOEKVE000,145550,176393,400425
oBOSSSL870 (343521),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.3,oBOSSSL870,343521,143666.4,409502.6
oBROEWI004 (349747),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oBROEWI004,349747,181050,415700
oBUITLO300 (900187),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,,oBUITLO300,900187,142305,414226
oCAMPBE200 (149741),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.068,oCAMPBE200,149741,199654,396788
oCAMPBE700 (149742),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.069,oCAMPBE700,149742,199920,397401
oDE_AA_004 (149350),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.19,oDE_AA_004,149350,157055,407520
oDE_AA_100 (140210),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.91,oDE_AA_100,140210,180942.404,371640.71
oDE_AA_150 (143212),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_150,143212,180193.8,374255.2
oDE_AA_155 (900186),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_155,900186,180021,375068
oDE_AA_160 (140377),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.24,oDE_AA_160,140377,179766,375763
oDE_AA_190 (140308),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.25,oDE_AA_190,140308,179688,378074
oDE_AA_210 (149409),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.41,oDE_AA_210,149409,178779,378709
oDE_AA_240 (140212),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_240,140212,176974.8,380889
oDE_AA_300 (140316),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_300,140316,176612,383153
oDE_AA_330 (140213),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.21,oDE_AA_330,140213,176059,386045
oDE_AA_331 (900080),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.21,oDE_AA_331,900080,176309,383604
oDE_AA_370 (149395),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_370,149395,174973.893,390110.156
oDE_AA_400 (149394),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.23,oDE_AA_400,149394,173650,390877
oDE_AA_410 (140218),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.39,oDE_AA_410,140218,173550.497,391606.784
oDE_AA_430 (145611),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_430,145611,172952,392829
oDE_AA_440 (140214),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.36,oDE_AA_440,140214,172892,393466
oDE_AA_445 (140422),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_445,140422,172769,397123
oDE_AA_500 (140219),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.21,oDE_AA_500,140219,169471.081,400470.774
oDE_AA_600 (900003),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.17,oDE_AA_600,900003,164680.73,404406.63
oDE_AA_630 (900001),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.38,oDE_AA_630,900001,163140.89,405257.16
oDE_AA_680 (140216),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.2,oDE_AA_680,140216,160181.613,406573.048
oDE_AA_750 (900006),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDE_AA_750,900006,156613,408271
oDE_AA_860 (143211),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.18,oDE_AA_860,143211,151019.494,411557.848
oDEBERG000 (145620),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oDEBERG000,145620,183954,405839
oDEKUIL001 (345571),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oDEKUIL001,345571,179782,412469
oDEVILT006 (140632),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.28,oDEVILT006,140632,192729,410453
oDEVILT007 (140634),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.051,oDEVILT007,140634,192276,410077
oDIEKLP006 (900320),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oDIEKLP006,900320,169744,424563
oDIEPLO250 (140229),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.51,oDIEPLO250,140229,178497,372038
oDIEPLO550 (140227),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDIEPLO550,140227,179054.878,373129.503
oDIERBO000 (145590),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oDIERBO000,145590,157890,413041
oDIERBO002 (145592),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oDIERBO002,145592,157965,412968
oDIEZE_400 (149474),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.11,oDIEZE_400,149474,147266,414305
oDIEZE_550 (340405),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.13,oDIEZE_550,340405,147094,414719
oDIEZE_900 (342420),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.33,oDIEZE_900,342420,147111,416102
oDONVLO880 (140264),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oDONVLO880,140264,170522.077,395540.842
oDRONKA100 (990772),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,0.2,oDRONKA100,990772,148417,410395
oDRONKA110 (900184),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,,oDRONKA110,900184,148261,410235
oDRONKA310 (342408),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,,oDRONKA310,342408,144490,409070
oDRONKA400 (342406),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,,oDRONKA400,342406,142350,408980
oDRONKA750 (140367),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,,oDRONKA750,140367,134427,412729
oDRONKA820 (342407),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.15,2019,0.2,oDRONKA820,342407,133371,413851
oDUNGLO100 (900016),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.22,2019,0.13,oDUNGLO100,900016,155862,405087
oEESSEN100 (140829),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oEESSEN100,140829,183792,391132
oEEUWLO130 (140228),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oEEUWLO130,140228,187037.482,373341.756
oEEUWLO200 (140403),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.32,oEEUWLO200,140403,187640,373708
oEEUWLO700 (140221),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oEEUWLO700,140221,181998,375463
oEINDKA150 (144305),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.07,oEINDKA150,144305,171985,384926
oELSEDO000 (145560),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oELSEDO000,145560,182058,398731
oENGEME100 (140410),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2019,,oENGEME100,140410,145226,413448
oENGEOO000 (345605),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2019,,oENGEOO000,345605,145241.977,412830.28
oENGEWE000 (345606),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.03,2019,,oENGEWE000,345606,145159.296,412616.72
oESPELO820 (140258),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oESPELO820,140258,176626.1,392653.3
oGANZVE000 (349757),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.01,oGANZVE000,349757,169500,419000
oGEFFPL000 (345550),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,0.01,oGEFFPL000,345550,162780.764,416955.674
oGEFFPL001 (345551),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,,2019,,oGEFFPL001,345551,162318,416682
oGOORLO210 (900238),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,0.4,oGOORLO210,900238,171947,382730
oGOORLO217 (149047),NUTRIENT,fosfor totaal-P,mg/l,P,ZGM,<=0.11,2019,,oGOORLO217,149047,172115,382663
